category,file,distance_cm,angle_deg,meas_idx,mic,band_center_hz,best_wavelet,best_kappa_decomposition_level,min_kappa_target,min_kappa_satisfied,best_effective_level,best_mu_sc,bp_cfg_id,bp_method,iir_order,bw_hz,preprocess_mode,top1_wavelet,top1_mu_sc,top2_wavelet,top2_mu_sc,top3_wavelet,top3_mu_sc,top4_wavelet,top4_mu_sc,top5_wavelet,top5_mu_sc
Box,100cm_-10Grad.pickle,100.0,-10.0,47,Mic2,,db6,6,4,True,10,0.0657847402883112,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0657847402883112,sym2,0.04819599994474015,db2,0.04819599994468089,bior2.2,0.03811914760957475,db4,0.03636980581806225
Box,100cm_-10Grad.pickle,100.0,-10.0,48,Mic2,,db6,6,4,True,10,0.06628299598673067,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06628299598673067,sym2,0.048030655527650096,db2,0.04803065552759149,bior2.2,0.038080167127144585,db4,0.03638454247719904
Box,100cm_-10Grad.pickle,100.0,-10.0,49,Mic2,,db6,6,4,True,10,0.067386005714368,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,rbio2.8,0.09455497689707355,db6,0.067386005714368,sym2,0.04824512587043092,db2,0.0482451258703719,bior2.2,0.03814238912391709
Box,100cm_-10Grad.pickle,100.0,-10.0,50,Mic2,,db6,6,4,True,10,0.06351370044094083,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06351370044094083,sym2,0.048185030739141155,db2,0.04818503073908216,bior2.2,0.03811271366877707,db4,0.03631284044224776
Box,100cm_-10Grad.pickle,100.0,-10.0,51,Mic2,,db6,6,4,True,10,0.06798869226753465,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06798869226753465,sym2,0.04833147706881748,db2,0.048331477068757685,bior2.2,0.038201134005127826,db4,0.03649136456275211
Box,100cm_-10Grad.pickle,100.0,-10.0,52,Mic2,,db6,6,4,True,10,0.06732518695724805,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,rbio2.8,0.0839753961623428,db6,0.06732518695724805,sym2,0.04835417929107183,db2,0.04835417929101209,bior2.2,0.038142701441611214
Box,100cm_-10Grad.pickle,100.0,-10.0,53,Mic2,,db6,6,4,True,10,0.0673505951390144,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,rbio2.8,0.07694182729612921,db6,0.0673505951390144,sym2,0.04833968488171138,db2,0.04833968488165197,bior2.2,0.03811759706120698
Box,100cm_-10Grad.pickle,100.0,-10.0,54,Mic2,,db6,6,4,True,10,0.0687054963811036,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.20993448860943206,db11,0.19417241342656918,db6,0.0687054963811036,rbio2.8,0.055339113870082834,sym2,0.04854044915935398
Box,100cm_-10Grad.pickle,100.0,-10.0,55,Mic2,,db6,6,4,True,10,0.0645917195220568,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0645917195220568,sym2,0.04808901965251912,db2,0.048089019652460555,bior2.2,0.03804975207460885,db4,0.036311335170100975
Box,100cm_-10Grad.pickle,100.0,-10.0,56,Mic2,,db6,6,4,True,10,0.06718617737606389,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,coif5,0.17496303146821265,db10,0.1649280283914008,db9,0.1072782452930252,db6,0.06718617737606389,rbio2.8,0.05230115585213392
Box,100cm_-10Grad.pickle,100.0,-10.0,57,Mic2,,db6,6,4,True,10,0.0679435236407265,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.0679435236407265,sym2,0.04822683463293346,db2,0.04822683463287424,bior2.2,0.03822226806998386,db4,0.0365229865445875
Box,100cm_-10Grad.pickle,100.0,-10.0,58,Mic2,,db6,6,4,True,10,0.06627946465315956,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06627946465315956,sym2,0.048208293370619895,db2,0.04820829337056095,bior2.2,0.03819040117646917,db4,0.036411677943110024
Box,100cm_-10Grad.pickle,100.0,-10.0,59,Mic2,,db6,6,4,True,10,0.06650046261010131,iir_o6_bp25_75k,iir,6,25000.0,bp25_75,db6,0.06650046261010131,sym2,0.048112186431850563,db2,0.04811218643179174,bior2.2,0.0381065542280562,db4,0.03643167182412576
