object,distance_cm,angle_deg,mic,trial,filename,band_center_hz,roi_start,roi_end,roi_length,snr_db_preprocessed,snr_db_denoised,snr_improvement_db,reference_roi_noise_power_mean_pre,reference_roi_noise_power_mean_denoised,denoised_roi_power_mean,denoised_estimated_signal_power
Box,100,-10.0,Mic2,18,100cm_-10Grad.pickle,40000,11550,12180,630,16.584491874363977,16.676426925890713,0.09193505152673609,2.7446360583479934,1.8027881124058476,85.66906782661152,83.86627971420567
Box,100,-10.0,Mic2,18,100cm_-10Grad.pickle,50000,11550,12180,630,21.912794247685422,17.604534188672787,-4.308260059012635,0.755561583780484,0.5916083103643819,34.67067440363333,34.07906609326895
Box,100,-10.0,Mic2,18,100cm_-10Grad.pickle,60000,11550,12180,630,25.61371603076466,21.531903891923207,-4.081812138841453,0.1887282049019211,0.18434095632273084,26.41518258674291,26.23084163042018
Box,100,-10.0,Mic2,19,100cm_-10Grad.pickle,40000,11550,12180,630,16.42551258134298,16.379962307834745,-0.045550273508233374,2.7446360583479934,1.8027881124058476,80.1350949534557,78.33230684104986
Box,100,-10.0,Mic2,19,100cm_-10Grad.pickle,50000,11550,12180,630,21.807277163163352,17.833118665039482,-3.9741584981238702,0.755561583780484,0.5916083103643819,36.51241923371553,35.920810923351155
Box,100,-10.0,Mic2,19,100cm_-10Grad.pickle,60000,11550,12180,630,25.5303299086982,21.27062450078684,-4.259705407911358,0.1887282049019211,0.18434095632273084,24.883620546239435,24.699279589916703
Box,100,-10.0,Mic2,20,100cm_-10Grad.pickle,40000,11550,12180,630,15.210772727789635,14.883247995538547,-0.3275247322510886,2.7446360583479934,1.8027881124058476,57.29978531533554,55.49699720292969
Box,100,-10.0,Mic2,20,100cm_-10Grad.pickle,50000,11550,12180,630,20.80349941884549,17.04326590458933,-3.7602335142561607,0.755561583780484,0.5916083103643819,30.539127811753712,29.94751950138933
Box,100,-10.0,Mic2,20,100cm_-10Grad.pickle,60000,11550,12180,630,24.76233511862916,20.79715493315645,-3.965180185472711,0.1887282049019211,0.18434095632273084,22.33248449812034,22.14814354179761
Box,100,-10.0,Mic2,21,100cm_-10Grad.pickle,40000,11550,12180,630,15.643129944886285,15.677063798348422,0.03393385346213762,2.7446360583479934,1.8027881124058476,68.42991186904878,66.62712375664293
Box,100,-10.0,Mic2,21,100cm_-10Grad.pickle,50000,11550,12180,630,21.08467935392913,16.407405441368468,-4.677273912560661,0.755561583780484,0.5916083103643819,26.460320565569198,25.868712255204816
Box,100,-10.0,Mic2,21,100cm_-10Grad.pickle,60000,11550,12180,630,25.01169590516993,21.50821850378284,-3.503477401387091,0.1887282049019211,0.18434095632273084,26.27251520569441,26.08817424937168
Box,100,-10.0,Mic2,22,100cm_-10Grad.pickle,40000,11550,12180,630,15.22285888540499,15.048861778408867,-0.17399710699612392,2.7446360583479934,1.8027881124058476,59.45697658807594,57.65418847567009
Box,100,-10.0,Mic2,22,100cm_-10Grad.pickle,50000,11550,12180,630,20.768049418415096,16.657442796177335,-4.110606622237761,0.755561583780484,0.5916083103643819,27.993373820996844,27.401765510632462
Box,100,-10.0,Mic2,22,100cm_-10Grad.pickle,60000,11550,12180,630,24.754398680213622,21.043690737153327,-3.710707943060296,0.1887282049019211,0.18434095632273084,23.62613845074956,23.44179749442683
Box,100,-10.0,Mic2,23,100cm_-10Grad.pickle,40000,11550,12180,630,15.048417266066798,14.722028430962784,-0.32638883510401406,2.7446360583479934,1.8027881124058476,55.27738615621239,53.47459804380654
Box,100,-10.0,Mic2,23,100cm_-10Grad.pickle,50000,11550,12180,630,20.700089773493566,16.817614014675854,-3.882475758817712,0.755561583780484,0.5916083103643819,29.022839536669625,28.431231226305243
Box,100,-10.0,Mic2,23,100cm_-10Grad.pickle,60000,11550,12180,630,24.744797227691382,21.08281174118259,-3.6619854865087937,0.1887282049019211,0.18434095632273084,23.83825478319885,23.653913826876117
