object,filename,distance_cm,mic,trial,band_center_hz,roi_start,roi_end,roi_length,raw_roi_power,raw_ref_noise_power,snr_db_raw,denoised_roi_power,denoised_ref_noise_power,snr_db_denoised,snr_improvement_db
Box,100cm_-10Grad.pickle,100,Mic2,25,50000,11550,12180,630,119.63098300709731,5.503607616684235,13.167423668045465,119.50714437241633,5.499373298582872,13.166212543353176,-0.0012111246922899
Box,100cm_-10Grad.pickle,100,Mic2,26,50000,11550,12180,630,112.71628087656258,5.503607616684235,12.895986619020004,112.60306165863089,5.499373298582872,12.894912263308244,-0.0010743557117596225
Box,100cm_-10Grad.pickle,100,Mic2,27,50000,11550,12180,630,128.49921121490664,5.503607616684235,13.492421251080245,128.37533948547014,5.499373298582872,13.491537450770362,-0.0008838003098823322
Box,100cm_-10Grad.pickle,100,Mic2,28,50000,11550,12180,630,116.757909556906,5.503607616684235,13.056693500949766,116.628323312663,5.499373298582872,13.055140103174923,-0.0015533977748436456
Box,100cm_-10Grad.pickle,100,Mic2,29,50000,11550,12180,630,110.98623061309345,5.503607616684235,12.825334576707963,110.85649836715888,5.499373298582872,12.823507106287577,-0.0018274704203857794
Box,100cm_-10Grad.pickle,100,Mic2,30,50000,11550,12180,630,107.66199822117528,5.503607616684235,12.686265794458794,107.54924357373845,5.499373298582872,12.684992563007167,-0.0012732314516270549
Box,100cm_-10Grad.pickle,100,Mic2,31,50000,11550,12180,630,129.5670760834456,5.503607616684235,13.529964556336623,129.43512724561245,5.499373298582872,13.528834124097584,-0.0011304322390390809
Box,100cm_-10Grad.pickle,100,Mic2,32,50000,11550,12180,630,126.52305325269694,5.503607616684235,13.42207696170419,126.3932510565746,5.499373298582872,13.420911074320577,-0.001165887383614006
Box,100cm_-10Grad.pickle,100,Mic2,33,50000,11550,12180,630,142.1077436015005,5.503607616684235,13.948163857254496,141.9642264231785,5.499373298582872,13.947076114322027,-0.0010877429324693821
Box,100cm_-10Grad.pickle,100,Mic2,34,50000,11550,12180,630,127.15623222138748,5.503607616684235,13.444740200692971,127.02653626220408,5.499373298582872,13.443601587907509,-0.0011386127854624561
