object,distance_cm,angle_deg,band_center_hz,n_trials,snr_db_preprocessed_mean,snr_db_denoised_mean,snr_improvement_db_mean,snr_improvement_db_median,snr_improvement_db_std
Dose,50,0.0,50000,100,17.682215099948223,8.23481695197951,-9.447398147968713,-9.416484894405752,0.2621314946473896
Dose,50,0.0,60000,100,17.097043564443027,8.361701562252549,-8.735342002190478,-8.66680666360469,0.30716246104864586
Dose,50,5.0,40000,100,11.336252677735175,9.892768441573828,-1.4434842361613451,-1.4786340865191319,0.14087026009570613
Dose,50,5.0,50000,100,15.858480642457348,10.537035397964853,-5.321445244492496,-5.242362571375929,0.3440589518158069
Dose,50,5.0,60000,100,16.66259526223644,11.170508944543249,-5.49208631769319,-5.467549300322644,0.12990861102075388
Dose,50,10.0,40000,100,10.02929092835016,9.269848737388074,-0.7594421909620883,-0.7652574416326168,0.08044842676867002
Dose,50,10.0,50000,100,14.558085036549688,6.591553346212468,-7.966531690337219,-7.90147386015199,0.3975659402407457
Dose,50,10.0,60000,100,15.526903109944504,10.631671627146616,-4.895231482797888,-4.8775214814280865,0.159818987862078
Dose,75,-10.0,40000,100,8.304741541773103,6.868464066272711,-1.4362774755003904,-1.4537772690403115,0.09797268091417288
Dose,75,-10.0,50000,100,17.339335498696997,13.284278973522053,-4.055056525174945,-4.036988868044366,0.11606388254369272
Dose,75,-10.0,60000,100,16.235021337624733,0.7587730093364926,-15.47624832828824,-15.24321437576844,1.3614024782312375
Dose,75,-5.0,40000,100,7.636057497036353,5.674859178837275,-1.9611983181990775,-2.0056372628219212,0.2163465565297887
Dose,75,-5.0,50000,100,16.707138603289682,12.42583805833187,-4.281300544957813,-4.291459103130319,0.1309724907354965
Dose,75,-5.0,60000,100,15.655299918946284,4.036900225052791,-11.618399693893496,-11.380909548114934,1.7118270532553888
Dose,75,0.0,40000,100,11.174215160620323,10.098614124478287,-1.0756010361420354,-1.0750554189744488,0.06242472546888332
Dose,75,0.0,50000,100,19.116947364939186,11.854544975728256,-7.262402389210933,-7.271888799771759,0.2346550474010662
Dose,75,0.0,60000,100,16.997799306836583,5.238523712386253,-11.759275594450328,-11.664482646196873,0.6893253610147305
Dose,75,5.0,40000,100,10.91089500696902,10.736712417502808,-0.1741825894662115,-0.17218959795507427,0.03031950686912903
Dose,75,5.0,50000,100,19.294381014214206,12.92323018590597,-6.371150828308235,-6.360532968895431,0.23283571985366042
Dose,75,5.0,60000,100,17.6959015089676,8.13701620611616,-9.558885302851444,-9.490642698566017,0.3733901717303343
Dose,75,10.0,40000,100,7.2979654497188085,6.003685784608158,-1.2942796651106505,-1.2561611440553313,0.17417506173671563
Dose,75,10.0,50000,100,16.05424116337852,8.95233386851262,-7.101907294865903,-7.0727458413964275,0.3223029154403182
Dose,75,10.0,60000,100,15.166487484890427,9.9419665564936,-5.224520928396828,-5.233447989478924,0.23233064471286027
Dose,100,-10.0,40000,100,9.015151763637814,8.263203925633054,-0.7519478380047611,-0.672982035152474,0.49189812804249555
Dose,100,-10.0,50000,100,14.21255427652359,10.065921734511075,-4.146632542012513,-4.163374221023016,0.5354830007990224
Dose,100,-10.0,60000,100,17.45598846361094,11.085531953970206,-6.370456509640736,-6.373932914952625,0.43375836318680816
Dose,100,-5.0,40000,100,7.683676112844854,5.013971497167214,-2.66970461567764,-2.582257861948005,0.6631663046804759
Dose,100,-5.0,50000,100,12.049357374959168,4.7797509579390125,-7.269606417020156,-6.817515391207738,1.597415106060797
Dose,100,-5.0,60000,100,14.591879491510277,6.412071186059455,-8.179808305450821,-6.136355177892745,12.076443102322445
Dose,100,0.0,40000,100,13.660026493480805,13.64081536767073,-0.019211125810074316,0.04928697742562349,0.19267763603893337
Dose,100,0.0,50000,100,17.854172654613773,10.999995887129971,-6.8541767674838,-6.7932449002913184,0.4060326650969021
