object,distance_cm,angle_deg,mic,trial,band_center_hz,preprocessing,filename,roi_start,roi_end,roi_length,object_roi_power_mean,reference_roi_noise_power_mean,estimated_signal_power,snr_db
Box,100,-10.0,Mic2,35,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,56.4732298099189,0.18872820490192116,56.28450160501698,24.745520156875624
Box,100,-10.0,Mic2,36,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,126.45595390638016,7.729326246839716,118.72662765954044,11.864064933661675
Box,100,-10.0,Mic2,36,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,93.53722820899853,2.7446360583479934,90.79259215065053,15.195656507937096
Box,100,-10.0,Mic2,36,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,89.83354186541403,0.755561583780484,89.07798028163354,20.71500493168947
Box,100,-10.0,Mic2,36,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,54.706521228152695,0.18872820490192116,54.517793023250775,24.60701457399329
Box,100,-10.0,Mic2,37,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,105.72465544405009,7.729326246839716,97.99532919721037,11.030637373758722
Box,100,-10.0,Mic2,37,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,78.37153941380502,2.7446360583479934,75.62690335545703,14.401915532976751
Box,100,-10.0,Mic2,37,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,76.15634033482358,0.755561583780484,75.40077875104309,19.99105963068372
Box,100,-10.0,Mic2,37,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,46.87254960814192,0.18872820490192116,46.683821403239996,23.933295898146973
Box,100,-10.0,Mic2,38,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,107.34934352460978,7.729326246839716,99.62001727777006,11.10204973914809
Box,100,-10.0,Mic2,38,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,80.90945159360112,2.7446360583479934,78.16481553525313,14.545265426170939
Box,100,-10.0,Mic2,38,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,76.13148415433379,0.755561583780484,75.3759225705533,19.989627724821464
Box,100,-10.0,Mic2,38,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,44.674884744573156,0.18872820490192116,44.486156539671235,23.723880766175476
Box,100,-10.0,Mic2,39,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,101.90538064478349,7.729326246839716,94.17605439794377,10.857988524724583
Box,100,-10.0,Mic2,39,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,73.32941389929695,2.7446360583479934,70.58477784094896,14.102262874548995
Box,100,-10.0,Mic2,39,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,74.44877006375535,0.755561583780484,73.69320847997486,19.89157597109346
Box,100,-10.0,Mic2,39,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,47.813819036032776,0.18872820490192116,47.625090831130855,24.019990078660918
Box,100,-10.0,Mic2,40,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,115.52551010537968,7.729326246839716,107.79618385853996,11.444617476632974
Box,100,-10.0,Mic2,40,40000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,85.67633861084515,2.7446360583479934,82.93170255249716,14.802358166593878
Box,100,-10.0,Mic2,40,50000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,82.28472280360369,0.755561583780484,81.5291612198232,20.330431059959434
Box,100,-10.0,Mic2,40,60000.0,bandpassed,100cm_-10Grad.pickle,11550,12180,630,50.360722245557255,0.18872820490192116,50.171994040655335,24.246245529033832
Box,100,-10.0,Mic2,41,,detrended_only,100cm_-10Grad.pickle,11550,12180,630,127.0961285290009,7.729326246839716,119.36680228216117,11.887419209007481
